# Run started 2018-06-28 10:01:23 
# Command: motif-finder.py --database ../../gtpase-sensor/data/scer_orf_trans_all.fasta --pssm rudiger --report --threshold 12.15 --out ../data/scer-motifs-summary-r12_15.txt
# Parameters:
#	fasta_fname: ../../gtpase-sensor/data/scer_orf_trans_all.fasta
#	protein_id: None
#	sequence: None
#	pssm_name: rudiger
#	translate: False
#	score_threshold: 12.15
#	maximum_frequency_bin: 10
#	degap: False
#	write_report: True
#	mask_sequences: False
#	out_fname: ../data/scer-motifs-summary-r12_15.txt
orf	num.sites	num.motifs	prop.sites	max.score	num.motifs.1	num.motifs.2	num.motifs.3	num.motifs.4	num.motifs.5	num.motifs.6	num.motifs.7	num.motifs.8	num.motifs.9	num.motifs.10	num.motifs.longer
YDR151C	0	0	0.000	9.860	0	0	0	0	0	0	0	0	0	0	0
YDR152W	0	0	0.000	4.500	0	0	0	0	0	0	0	0	0	0	0
YDR153C	1	1	0.002	12.850	1	0	0	0	0	0	0	0	0	0	0
YDR154C	0	0	0.000	11.550	0	0	0	0	0	0	0	0	0	0	0
YDR155C	0	0	0.000	9.260	0	0	0	0	0	0	0	0	0	0	0
YDR156W	0	0	0.000	7.870	0	0	0	0	0	0	0	0	0	0	0
YDR157W	0	0	0.000	8.630	0	0	0	0	0	0	0	0	0	0	0
YDR158W	3	1	0.008	16.920	0	0	1	0	0	0	0	0	0	0	0
YDR159W	2	2	0.002	15.530	2	0	0	0	0	0	0	0	0	0	0
YDR160W	0	0	0.000	11.060	0	0	0	0	0	0	0	0	0	0	0
YDR161W	0	0	0.000	11.940	0	0	0	0	0	0	0	0	0	0	0
YDR162C	0	0	0.000	8.030	0	0	0	0	0	0	0	0	0	0	0
YDR163W	0	0	0.000	8.650	0	0	0	0	0	0	0	0	0	0	0
YDR164C	2	2	0.003	12.790	2	0	0	0	0	0	0	0	0	0	0
YDR165W	2	1	0.005	13.150	0	1	0	0	0	0	0	0	0	0	0
YDR166C	2	2	0.002	12.220	2	0	0	0	0	0	0	0	0	0	0
YDR167W	2	1	0.010	13.890	0	1	0	0	0	0	0	0	0	0	0
YDR168W	0	0	0.000	7.970	0	0	0	0	0	0	0	0	0	0	0
YDR169C	1	1	0.002	15.150	1	0	0	0	0	0	0	0	0	0	0
YDR169C-A	0	0	0.000	10.780	0	0	0	0	0	0	0	0	0	0	0
YDR170C	3	2	0.001	16.780	1	1	0	0	0	0	0	0	0	0	0
YDR170W-A	0	0	0.000	10.140	0	0	0	0	0	0	0	0	0	0	0
YDR171W	0	0	0.000	10.800	0	0	0	0	0	0	0	0	0	0	0
YDR172W	0	0	0.000	12.080	0	0	0	0	0	0	0	0	0	0	0
YDR173C	0	0	0.000	10.970	0	0	0	0	0	0	0	0	0	0	0
YDR174W	0	0	0.000	6.740	0	0	0	0	0	0	0	0	0	0	0
YDR175C	1	1	0.003	12.180	1	0	0	0	0	0	0	0	0	0	0
YDR176W	0	0	0.000	11.480	0	0	0	0	0	0	0	0	0	0	0
YDR177W	0	0	0.000	9.240	0	0	0	0	0	0	0	0	0	0	0
YDR178W	0	0	0.000	8.680	0	0	0	0	0	0	0	0	0	0	0
YDR179C	0	0	0.000	6.540	0	0	0	0	0	0	0	0	0	0	0
YDR179W-A	2	2	0.004	13.350	2	0	0	0	0	0	0	0	0	0	0
YDR180W	12	10	0.008	17.930	8	2	0	0	0	0	0	0	0	0	0
YDR181C	4	3	0.008	14.240	2	1	0	0	0	0	0	0	0	0	0
YDR182W	2	2	0.004	12.870	2	0	0	0	0	0	0	0	0	0	0
YDR182W-A	0	0	0.000	9.810	0	0	0	0	0	0	0	0	0	0	0
YDR183C-A	0	0	0.000	11.620	0	0	0	0	0	0	0	0	0	0	0
YDR183W	0	0	0.000	8.060	0	0	0	0	0	0	0	0	0	0	0
YDR184C	0	0	0.000	11.730	0	0	0	0	0	0	0	0	0	0	0
YDR185C	0	0	0.000	9.500	0	0	0	0	0	0	0	0	0	0	0
YDR186C	1	1	0.001	15.470	1	0	0	0	0	0	0	0	0	0	0
YDR187C	2	2	0.012	13.440	2	0	0	0	0	0	0	0	0	0	0
YDR188W	2	2	0.004	12.830	2	0	0	0	0	0	0	0	0	0	0
YDR189W	2	2	0.003	14.580	2	0	0	0	0	0	0	0	0	0	0
YDR190C	1	1	0.002	12.470	1	0	0	0	0	0	0	0	0	0	0
YDR191W	4	3	0.011	16.770	2	1	0	0	0	0	0	0	0	0	0
YDR192C	0	0	0.000	7.390	0	0	0	0	0	0	0	0	0	0	0
YDR193W	0	0	0.000	10.410	0	0	0	0	0	0	0	0	0	0	0
YDR194C	0	0	0.000	11.030	0	0	0	0	0	0	0	0	0	0	0
YDR194W-A	1	1	0.020	13.430	1	0	0	0	0	0	0	0	0	0	0
YDR195W	4	2	0.008	12.940	1	0	1	0	0	0	0	0	0	0	0
YDR196C	1	1	0.004	13.550	1	0	0	0	0	0	0	0	0	0	0
YDR197W	4	3	0.010	15.540	2	1	0	0	0	0	0	0	0	0	0
YDR198C	0	0	0.000	10.910	0	0	0	0	0	0	0	0	0	0	0
YDR199W	1	1	0.008	12.470	1	0	0	0	0	0	0	0	0	0	0
YDR200C	1	1	0.002	12.430	1	0	0	0	0	0	0	0	0	0	0
YDR201W	0	0	0.000	10.570	0	0	0	0	0	0	0	0	0	0	0
YDR202C	1	1	0.003	12.170	1	0	0	0	0	0	0	0	0	0	0
YDR203W	1	1	0.010	12.940	1	0	0	0	0	0	0	0	0	0	0
YDR204W	1	1	0.003	12.320	1	0	0	0	0	0	0	0	0	0	0
YDR205W	13	11	0.018	15.390	9	2	0	0	0	0	0	0	0	0	0
YDR206W	4	2	0.005	15.280	1	0	1	0	0	0	0	0	0	0	0
YDR207C	0	0	0.000	11.830	0	0	0	0	0	0	0	0	0	0	0
YDR208W	1	1	0.001	13.610	1	0	0	0	0	0	0	0	0	0	0
YDR209C	1	1	0.007	12.640	1	0	0	0	0	0	0	0	0	0	0
YDR210C-C	0	0	0.000	11.600	0	0	0	0	0	0	0	0	0	0	0
YDR210C-D	3	3	0.002	13.770	3	0	0	0	0	0	0	0	0	0	0
YDR210W	0	0	0.000	6.040	0	0	0	0	0	0	0	0	0	0	0
YDR210W-A	1	1	0.002	12.620	1	0	0	0	0	0	0	0	0	0	0
YDR210W-B	5	4	0.003	13.770	3	1	0	0	0	0	0	0	0	0	0
YDR211W	1	1	0.001	12.820	1	0	0	0	0	0	0	0	0	0	0
YDR212W	0	0	0.000	11.990	0	0	0	0	0	0	0	0	0	0	0
YDR213W	2	2	0.002	13.650	2	0	0	0	0	0	0	0	0	0	0
YDR214W	0	0	0.000	10.040	0	0	0	0	0	0	0	0	0	0	0
YDR215C	0	0	0.000	9.490	0	0	0	0	0	0	0	0	0	0	0
YDR216W	1	1	0.001	14.870	1	0	0	0	0	0	0	0	0	0	0
YDR217C	1	1	0.001	12.240	1	0	0	0	0	0	0	0	0	0	0
YDR218C	0	0	0.000	11.660	0	0	0	0	0	0	0	0	0	0	0
YDR219C	0	0	0.000	10.110	0	0	0	0	0	0	0	0	0	0	0
YDR220C	0	0	0.000	11.160	0	0	0	0	0	0	0	0	0	0	0
YDR221W	1	1	0.001	14.050	1	0	0	0	0	0	0	0	0	0	0
YDR222W	0	0	0.000	11.040	0	0	0	0	0	0	0	0	0	0	0
YDR223W	1	1	0.002	12.370	1	0	0	0	0	0	0	0	0	0	0
YDR224C	1	1	0.008	12.560	1	0	0	0	0	0	0	0	0	0	0
YDR225W	1	1	0.008	14.650	1	0	0	0	0	0	0	0	0	0	0
YDR226W	0	0	0.000	7.120	0	0	0	0	0	0	0	0	0	0	0
YDR227W	1	1	0.001	17.850	1	0	0	0	0	0	0	0	0	0	0
YDR228C	4	3	0.006	14.770	2	1	0	0	0	0	0	0	0	0	0
YDR229W	1	1	0.002	15.250	1	0	0	0	0	0	0	0	0	0	0
YDR230W	0	0	0.000	9.920	0	0	0	0	0	0	0	0	0	0	0
YDR231C	0	0	0.000	10.310	0	0	0	0	0	0	0	0	0	0	0
YDR232W	0	0	0.000	11.290	0	0	0	0	0	0	0	0	0	0	0
YDR233C	2	2	0.007	15.310	2	0	0	0	0	0	0	0	0	0	0
YDR234W	0	0	0.000	8.580	0	0	0	0	0	0	0	0	0	0	0
YDR235W	1	1	0.002	15.640	1	0	0	0	0	0	0	0	0	0	0
YDR236C	1	1	0.005	15.650	1	0	0	0	0	0	0	0	0	0	0
YDR237W	0	0	0.000	9.520	0	0	0	0	0	0	0	0	0	0	0
YDR238C	3	3	0.003	13.960	3	0	0	0	0	0	0	0	0	0	0
YDR239C	0	0	0.000	11.910	0	0	0	0	0	0	0	0	0	0	0
YDR240C	2	1	0.004	13.800	0	1	0	0	0	0	0	0	0	0	0
YDR241W	0	0	0.000	11.730	0	0	0	0	0	0	0	0	0	0	0
YDR242W	2	2	0.004	13.690	2	0	0	0	0	0	0	0	0	0	0
YDR243C	0	0	0.000	10.830	0	0	0	0	0	0	0	0	0	0	0
YDR244W	0	0	0.000	11.020	0	0	0	0	0	0	0	0	0	0	0
YDR245W	2	1	0.005	18.180	0	1	0	0	0	0	0	0	0	0	0
YDR246W	0	0	0.000	8.270	0	0	0	0	0	0	0	0	0	0	0
YDR246W-A	0	0	0.000	10.110	0	0	0	0	0	0	0	0	0	0	0
YDR247W	0	0	0.000	10.010	0	0	0	0	0	0	0	0	0	0	0
YDR248C	0	0	0.000	10.320	0	0	0	0	0	0	0	0	0	0	0
YDR249C	1	1	0.003	12.460	1	0	0	0	0	0	0	0	0	0	0
YDR250C	0	0	0.000	11.420	0	0	0	0	0	0	0	0	0	0	0
YDR251W	0	0	0.000	11.680	0	0	0	0	0	0	0	0	0	0	0
YDR252W	0	0	0.000	6.460	0	0	0	0	0	0	0	0	0	0	0
YDR253C	0	0	0.000	7.230	0	0	0	0	0	0	0	0	0	0	0
YDR254W	1	1	0.002	12.320	1	0	0	0	0	0	0	0	0	0	0
YDR255C	0	0	0.000	12.030	0	0	0	0	0	0	0	0	0	0	0
YDR256C	1	1	0.002	13.370	1	0	0	0	0	0	0	0	0	0	0
YDR257C	1	1	0.002	14.800	1	0	0	0	0	0	0	0	0	0	0
YDR258C	1	1	0.001	13.410	1	0	0	0	0	0	0	0	0	0	0
YDR259C	0	0	0.000	10.710	0	0	0	0	0	0	0	0	0	0	0
YDR260C	0	0	0.000	7.680	0	0	0	0	0	0	0	0	0	0	0
YDR261C	0	0	0.000	10.410	0	0	0	0	0	0	0	0	0	0	0
YDR261C-C	0	0	0.000	11.600	0	0	0	0	0	0	0	0	0	0	0
YDR261C-D	3	3	0.002	13.770	3	0	0	0	0	0	0	0	0	0	0
YDR261W-A	1	1	0.002	12.620	1	0	0	0	0	0	0	0	0	0	0
YDR261W-B	5	4	0.003	13.770	3	1	0	0	0	0	0	0	0	0	0
YDR262W	0	0	0.000	12.080	0	0	0	0	0	0	0	0	0	0	0
YDR263C	3	2	0.007	14.610	1	1	0	0	0	0	0	0	0	0	0
YDR264C	2	1	0.003	14.360	0	1	0	0	0	0	0	0	0	0	0
YDR265W	2	1	0.006	17.280	0	1	0	0	0	0	0	0	0	0	0
YDR266C	0	0	0.000	11.820	0	0	0	0	0	0	0	0	0	0	0
YDR267C	0	0	0.000	8.570	0	0	0	0	0	0	0	0	0	0	0
YDR268W	2	1	0.005	14.710	0	1	0	0	0	0	0	0	0	0	0
YDR269C	0	0	0.000	9.180	0	0	0	0	0	0	0	0	0	0	0
YDR270W	1	1	0.001	12.530	1	0	0	0	0	0	0	0	0	0	0
YDR271C	0	0	0.000	7.950	0	0	0	0	0	0	0	0	0	0	0
YDR272W	0	0	0.000	10.590	0	0	0	0	0	0	0	0	0	0	0
YDR273W	0	0	0.000	8.680	0	0	0	0	0	0	0	0	0	0	0
YDR274C	0	0	0.000	8.390	0	0	0	0	0	0	0	0	0	0	0
YDR275W	1	1	0.004	14.490	1	0	0	0	0	0	0	0	0	0	0
YDR276C	0	0	0.000	11.560	0	0	0	0	0	0	0	0	0	0	0
YDR277C	0	0	0.000	11.630	0	0	0	0	0	0	0	0	0	0	0
YDR278C	0	0	0.000	11.260	0	0	0	0	0	0	0	0	0	0	0
YDR279W	1	1	0.003	12.250	1	0	0	0	0	0	0	0	0	0	0
YDR280W	1	1	0.003	12.630	1	0	0	0	0	0	0	0	0	0	0
YDR281C	0	0	0.000	11.900	0	0	0	0	0	0	0	0	0	0	0
YDR282C	2	1	0.005	14.350	0	1	0	0	0	0	0	0	0	0	0
YDR283C	1	1	0.001	12.660	1	0	0	0	0	0	0	0	0	0	0
YDR284C	1	1	0.003	13.620	1	0	0	0	0	0	0	0	0	0	0
YDR285W	0	0	0.000	11.040	0	0	0	0	0	0	0	0	0	0	0
YDR286C	0	0	0.000	8.670	0	0	0	0	0	0	0	0	0	0	0
YDR287W	0	0	0.000	11.770	0	0	0	0	0	0	0	0	0	0	0
YDR288W	2	2	0.007	13.120	2	0	0	0	0	0	0	0	0	0	0
YDR289C	2	2	0.005	14.770	2	0	0	0	0	0	0	0	0	0	0
YDR290W	2	2	0.018	12.290	2	0	0	0	0	0	0	0	0	0	0
YDR291W	1	1	0.001	12.960	1	0	0	0	0	0	0	0	0	0	0
YDR292C	1	1	0.002	17.010	1	0	0	0	0	0	0	0	0	0	0
YDR293C	4	4	0.003	13.080	4	0	0	0	0	0	0	0	0	0	0
YDR294C	0	0	0.000	10.180	0	0	0	0	0	0	0	0	0	0	0
YDR295C	1	1	0.001	15.460	1	0	0	0	0	0	0	0	0	0	0
YDR296W	0	0	0.000	8.280	0	0	0	0	0	0	0	0	0	0	0
YDR297W	0	0	0.000	8.970	0	0	0	0	0	0	0	0	0	0	0
YDR298C	0	0	0.000	10.440	0	0	0	0	0	0	0	0	0	0	0
YDR299W	0	0	0.000	9.950	0	0	0	0	0	0	0	0	0	0	0
YDR300C	1	1	0.002	12.950	1	0	0	0	0	0	0	0	0	0	0
YDR301W	6	6	0.004	14.130	6	0	0	0	0	0	0	0	0	0	0
YDR302W	3	3	0.014	13.130	3	0	0	0	0	0	0	0	0	0	0
YDR303C	3	3	0.003	15.470	3	0	0	0	0	0	0	0	0	0	0
YDR304C	0	0	0.000	8.420	0	0	0	0	0	0	0	0	0	0	0
YDR305C	1	1	0.005	13.360	1	0	0	0	0	0	0	0	0	0	0
YDR306C	0	0	0.000	11.530	0	0	0	0	0	0	0	0	0	0	0
YDR307W	4	3	0.006	14.620	2	1	0	0	0	0	0	0	0	0	0
YDR308C	0	0	0.000	9.590	0	0	0	0	0	0	0	0	0	0	0
YDR309C	1	1	0.003	12.630	1	0	0	0	0	0	0	0	0	0	0
YDR310C	0	0	0.000	9.870	0	0	0	0	0	0	0	0	0	0	0
YDR311W	0	0	0.000	12.070	0	0	0	0	0	0	0	0	0	0	0
YDR312W	0	0	0.000	11.300	0	0	0	0	0	0	0	0	0	0	0
YDR313C	0	0	0.000	10.820	0	0	0	0	0	0	0	0	0	0	0
YDR314C	4	3	0.006	13.570	2	1	0	0	0	0	0	0	0	0	0
YDR315C	0	0	0.000	9.590	0	0	0	0	0	0	0	0	0	0	0
YDR316W	0	0	0.000	10.770	0	0	0	0	0	0	0	0	0	0	0
YDR316W-A	0	0	0.000	11.600	0	0	0	0	0	0	0	0	0	0	0
YDR316W-B	3	3	0.002	13.770	3	0	0	0	0	0	0	0	0	0	0
YDR317W	6	3	0.014	15.810	1	1	1	0	0	0	0	0	0	0	0
YDR318W	2	1	0.005	14.380	0	1	0	0	0	0	0	0	0	0	0
YDR319C	2	1	0.007	15.010	0	1	0	0	0	0	0	0	0	0	0
YDR320C	0	0	0.000	12.120	0	0	0	0	0	0	0	0	0	0	0
YDR320C-A	0	0	0.000	6.770	0	0	0	0	0	0	0	0	0	0	0
YDR320W-B	0	0	0.000	7.870	0	0	0	0	0	0	0	0	0	0	0
YDR321W	1	1	0.003	12.630	1	0	0	0	0	0	0	0	0	0	0
YDR322C-A	0	0	0.000	7.180	0	0	0	0	0	0	0	0	0	0	0
YDR322W	0	0	0.000	11.650	0	0	0	0	0	0	0	0	0	0	0
YDR323C	0	0	0.000	11.210	0	0	0	0	0	0	0	0	0	0	0
YDR324C	1	1	0.001	12.480	1	0	0	0	0	0	0	0	0	0	0
YDR325W	1	1	0.001	12.370	1	0	0	0	0	0	0	0	0	0	0
YDR326C	0	0	0.000	10.880	0	0	0	0	0	0	0	0	0	0	0
YDR327W	0	0	0.000	9.420	0	0	0	0	0	0	0	0	0	0	0
YDR328C	0	0	0.000	8.980	0	0	0	0	0	0	0	0	0	0	0
YDR329C	3	2	0.007	16.150	1	1	0	0	0	0	0	0	0	0	0
YDR330W	1	1	0.002	15.820	1	0	0	0	0	0	0	0	0	0	0
YDR331W	1	1	0.002	13.890	1	0	0	0	0	0	0	0	0	0	0
YDR332W	4	3	0.006	13.640	2	1	0	0	0	0	0	0	0	0	0
YDR333C	1	1	0.001	15.050	1	0	0	0	0	0	0	0	0	0	0
YDR334W	9	7	0.006	16.270	6	0	1	0	0	0	0	0	0	0	0
YDR335W	5	3	0.004	14.850	2	0	1	0	0	0	0	0	0	0	0
YDR336W	1	1	0.003	13.440	1	0	0	0	0	0	0	0	0	0	0
YDR337W	4	3	0.014	17.560	2	1	0	0	0	0	0	0	0	0	0
YDR338C	2	1	0.003	12.990	0	1	0	0	0	0	0	0	0	0	0
YDR339C	0	0	0.000	11.390	0	0	0	0	0	0	0	0	0	0	0
YDR340W	2	1	0.020	14.660	0	1	0	0	0	0	0	0	0	0	0
YDR341C	3	3	0.005	14.770	3	0	0	0	0	0	0	0	0	0	0
YDR342C	0	0	0.000	11.390	0	0	0	0	0	0	0	0	0	0	0
YDR343C	0	0	0.000	11.390	0	0	0	0	0	0	0	0	0	0	0
YDR344C	0	0	0.000	8.090	0	0	0	0	0	0	0	0	0	0	0
YDR345C	0	0	0.000	10.330	0	0	0	0	0	0	0	0	0	0	0
YDR346C	0	0	0.000	7.020	0	0	0	0	0	0	0	0	0	0	0
YDR347W	0	0	0.000	8.380	0	0	0	0	0	0	0	0	0	0	0
YDR348C	1	1	0.002	12.660	1	0	0	0	0	0	0	0	0	0	0
YDR349C	3	2	0.005	13.310	1	1	0	0	0	0	0	0	0	0	0
YDR350C	4	3	0.006	15.950	2	1	0	0	0	0	0	0	0	0	0
YDR351W	2	2	0.002	14.130	2	0	0	0	0	0	0	0	0	0	0
YDR352W	1	1	0.003	12.160	1	0	0	0	0	0	0	0	0	0	0
YDR353W	2	2	0.006	12.420	2	0	0	0	0	0	0	0	0	0	0
YDR354C-A	0	0	0.000	4.500	0	0	0	0	0	0	0	0	0	0	0
YDR354W	1	1	0.003	14.350	1	0	0	0	0	0	0	0	0	0	0
YDR355C	0	0	0.000	8.430	0	0	0	0	0	0	0	0	0	0	0
YDR356W	3	2	0.003	13.080	1	1	0	0	0	0	0	0	0	0	0
YDR357C	0	0	0.000	10.400	0	0	0	0	0	0	0	0	0	0	0
YDR358W	1	1	0.002	12.320	1	0	0	0	0	0	0	0	0	0	0
YDR359C	2	1	0.002	12.490	0	1	0	0	0	0	0	0	0	0	0
YDR360W	0	0	0.000	11.450	0	0	0	0	0	0	0	0	0	0	0
YDR361C	0	0	0.000	11.280	0	0	0	0	0	0	0	0	0	0	0
YDR362C	3	3	0.004	14.890	3	0	0	0	0	0	0	0	0	0	0
YDR363W	0	0	0.000	11.990	0	0	0	0	0	0	0	0	0	0	0
YDR363W-A	0	0	0.000	5.350	0	0	0	0	0	0	0	0	0	0	0
YDR364C	0	0	0.000	11.030	0	0	0	0	0	0	0	0	0	0	0
YDR365C	0	0	0.000	9.000	0	0	0	0	0	0	0	0	0	0	0
YDR365W-A	0	0	0.000	11.600	0	0	0	0	0	0	0	0	0	0	0
YDR365W-B	3	3	0.002	13.770	3	0	0	0	0	0	0	0	0	0	0
YDR366C	1	1	0.008	12.300	1	0	0	0	0	0	0	0	0	0	0
YDR367W	2	1	0.009	13.200	0	1	0	0	0	0	0	0	0	0	0
YDR368W	0	0	0.000	11.790	0	0	0	0	0	0	0	0	0	0	0
YDR369C	0	0	0.000	11.820	0	0	0	0	0	0	0	0	0	0	0
YDR370C	0	0	0.000	11.850	0	0	0	0	0	0	0	0	0	0	0
YDR371C-A	0	0	0.000	7.640	0	0	0	0	0	0	0	0	0	0	0
YDR371W	3	2	0.006	16.020	1	1	0	0	0	0	0	0	0	0	0
YDR372C	2	1	0.006	14.300	0	1	0	0	0	0	0	0	0	0	0
YDR373W	0	0	0.000	8.530	0	0	0	0	0	0	0	0	0	0	0
YDR374C	0	0	0.000	11.070	0	0	0	0	0	0	0	0	0	0	0
YDR374W-A	0	0	0.000	9.040	0	0	0	0	0	0	0	0	0	0	0
YDR375C	4	3	0.009	13.220	2	1	0	0	0	0	0	0	0	0	0
YDR376W	0	0	0.000	10.720	0	0	0	0	0	0	0	0	0	0	0
YDR377W	0	0	0.000	8.870	0	0	0	0	0	0	0	0	0	0	0
YDR378C	0	0	0.000	7.600	0	0	0	0	0	0	0	0	0	0	0
YDR379C-A	0	0	0.000	10.170	0	0	0	0	0	0	0	0	0	0	0
YDR379W	1	1	0.001	13.920	1	0	0	0	0	0	0	0	0	0	0
YDR380W	0	0	0.000	10.070	0	0	0	0	0	0	0	0	0	0	0
YDR381C-A	0	0	0.000	9.700	0	0	0	0	0	0	0	0	0	0	0
YDR381W	1	1	0.004	12.710	1	0	0	0	0	0	0	0	0	0	0
YDR382W	1	1	0.009	13.760	1	0	0	0	0	0	0	0	0	0	0
YDR383C	0	0	0.000	7.300	0	0	0	0	0	0	0	0	0	0	0
YDR384C	2	1	0.007	17.310	0	1	0	0	0	0	0	0	0	0	0
YDR385W	1	1	0.001	13.030	1	0	0	0	0	0	0	0	0	0	0
YDR386W	1	1	0.002	13.460	1	0	0	0	0	0	0	0	0	0	0
YDR387C	3	2	0.005	13.310	1	1	0	0	0	0	0	0	0	0	0
YDR388W	0	0	0.000	10.550	0	0	0	0	0	0	0	0	0	0	0
YDR389W	1	1	0.002	13.600	1	0	0	0	0	0	0	0	0	0	0
YDR390C	0	0	0.000	10.340	0	0	0	0	0	0	0	0	0	0	0
YDR391C	0	0	0.000	10.080	0	0	0	0	0	0	0	0	0	0	0
YDR392W	0	0	0.000	11.940	0	0	0	0	0	0	0	0	0	0	0
YDR393W	1	1	0.002	12.370	1	0	0	0	0	0	0	0	0	0	0
YDR394W	0	0	0.000	11.300	0	0	0	0	0	0	0	0	0	0	0
YDR395W	5	5	0.005	15.970	5	0	0	0	0	0	0	0	0	0	0
YDR396W	0	0	0.000	7.840	0	0	0	0	0	0	0	0	0	0	0
YDR397C	0	0	0.000	5.100	0	0	0	0	0	0	0	0	0	0	0
YDR398W	0	0	0.000	11.690	0	0	0	0	0	0	0	0	0	0	0
YDR399W	0	0	0.000	8.880	0	0	0	0	0	0	0	0	0	0	0
YDR400W	0	0	0.000	9.780	0	0	0	0	0	0	0	0	0	0	0
YDR401W	2	1	0.011	14.410	0	1	0	0	0	0	0	0	0	0	0
YDR402C	1	1	0.002	12.460	1	0	0	0	0	0	0	0	0	0	0
YDR403W	1	1	0.002	12.460	1	0	0	0	0	0	0	0	0	0	0
YDR404C	0	0	0.000	7.060	0	0	0	0	0	0	0	0	0	0	0
YDR405W	2	1	0.008	15.840	0	1	0	0	0	0	0	0	0	0	0
YDR406W	9	5	0.006	14.830	2	2	1	0	0	0	0	0	0	0	0
YDR406W-A	2	2	0.025	12.660	2	0	0	0	0	0	0	0	0	0	0
YDR407C	6	4	0.005	16.880	2	2	0	0	0	0	0	0	0	0	0
YDR408C	1	1	0.005	13.470	1	0	0	0	0	0	0	0	0	0	0
YDR409W	3	2	0.003	17.470	1	1	0	0	0	0	0	0	0	0	0
YDR410C	2	1	0.008	15.200	0	1	0	0	0	0	0	0	0	0	0
YDR411C	0	0	0.000	9.950	0	0	0	0	0	0	0	0	0	0	0
YDR412W	0	0	0.000	11.270	0	0	0	0	0	0	0	0	0	0	0
YDR413C	4	3	0.021	15.380	2	1	0	0	0	0	0	0	0	0	0
YDR414C	3	2	0.008	12.960	1	1	0	0	0	0	0	0	0	0	0
YDR415C	0	0	0.000	11.760	0	0	0	0	0	0	0	0	0	0	0
YDR416W	1	1	0.001	15.660	1	0	0	0	0	0	0	0	0	0	0
YDR417C	0	0	0.000	9.180	0	0	0	0	0	0	0	0	0	0	0
YDR418W	0	0	0.000	10.680	0	0	0	0	0	0	0	0	0	0	0
YDR419W	2	1	0.003	13.310	0	1	0	0	0	0	0	0	0	0	0
YDR420W	3	2	0.002	16.850	1	1	0	0	0	0	0	0	0	0	0
YDR421W	1	1	0.001	13.230	1	0	0	0	0	0	0	0	0	0	0
YDR422C	0	0	0.000	10.840	0	0	0	0	0	0	0	0	0	0	0
YDR423C	0	0	0.000	9.730	0	0	0	0	0	0	0	0	0	0	0
YDR424C	0	0	0.000	9.350	0	0	0	0	0	0	0	0	0	0	0
YDR425W	1	1	0.002	13.710	1	0	0	0	0	0	0	0	0	0	0
YDR426C	0	0	0.000	9.120	0	0	0	0	0	0	0	0	0	0	0
YDR427W	1	1	0.003	12.750	1	0	0	0	0	0	0	0	0	0	0
YDR428C	0	0	0.000	11.270	0	0	0	0	0	0	0	0	0	0	0
YDR429C	0	0	0.000	9.320	0	0	0	0	0	0	0	0	0	0	0
YDR430C	3	3	0.003	13.890	3	0	0	0	0	0	0	0	0	0	0
YDR431W	0	0	0.000	10.720	0	0	0	0	0	0	0	0	0	0	0
YDR432W	0	0	0.000	8.350	0	0	0	0	0	0	0	0	0	0	0
YDR433W	0	0	0.000	4.450	0	0	0	0	0	0	0	0	0	0	0
YDR434W	0	0	0.000	11.300	0	0	0	0	0	0	0	0	0	0	0
YDR435C	1	1	0.003	15.010	1	0	0	0	0	0	0	0	0	0	0
YDR436W	2	2	0.003	14.480	2	0	0	0	0	0	0	0	0	0	0
YDR437W	1	1	0.007	12.340	1	0	0	0	0	0	0	0	0	0	0
YDR438W	1	1	0.003	12.600	1	0	0	0	0	0	0	0	0	0	0
YDR439W	2	2	0.006	14.590	2	0	0	0	0	0	0	0	0	0	0
YDR440W	0	0	0.000	9.290	0	0	0	0	0	0	0	0	0	0	0
YDR441C	0	0	0.000	9.210	0	0	0	0	0	0	0	0	0	0	0
YDR442W	0	0	0.000	9.890	0	0	0	0	0	0	0	0	0	0	0
YDR443C	5	4	0.004	15.630	3	1	0	0	0	0	0	0	0	0	0
YDR444W	1	1	0.001	13.750	1	0	0	0	0	0	0	0	0	0	0
YDR445C	1	1	0.007	12.690	1	0	0	0	0	0	0	0	0	0	0
YDR446W	0	0	0.000	9.250	0	0	0	0	0	0	0	0	0	0	0
YDR447C	0	0	0.000	9.530	0	0	0	0	0	0	0	0	0	0	0
YDR448W	0	0	0.000	8.360	0	0	0	0	0	0	0	0	0	0	0
YDR449C	0	0	0.000	10.590	0	0	0	0	0	0	0	0	0	0	0
YDR450W	1	1	0.007	16.030	1	0	0	0	0	0	0	0	0	0	0
YDR451C	0	0	0.000	11.330	0	0	0	0	0	0	0	0	0	0	0
YDR452W	1	1	0.001	12.870	1	0	0	0	0	0	0	0	0	0	0
YDR453C	0	0	0.000	9.020	0	0	0	0	0	0	0	0	0	0	0
YDR454C	0	0	0.000	9.510	0	0	0	0	0	0	0	0	0	0	0
YDR455C	1	1	0.010	12.170	1	0	0	0	0	0	0	0	0	0	0
YDR456W	2	2	0.003	14.570	2	0	0	0	0	0	0	0	0	0	0
YDR457W	15	13	0.005	16.630	11	2	0	0	0	0	0	0	0	0	0
YDR458C	1	1	0.002	13.940	1	0	0	0	0	0	0	0	0	0	0
YDR459C	1	1	0.003	12.390	1	0	0	0	0	0	0	0	0	0	0
YDR460W	0	0	0.000	8.350	0	0	0	0	0	0	0	0	0	0	0
